"ID","OBJECTID","Value","Count","WHRALL","LIFE_FORM","WHRNUM","WHRNAME","WHRTYPE","WHRSIZE","WHRDENSITY","WHR10NUM","WHR10NAME","WHR13NUM","WHR13NAME","SOURCE_NAME","SOURCE_YEAR"
13112,13113,13115,31,"CRCXX","SHRUB",12,"Chamise-Redshank Chaparral","CRC","X","X",70,"Shrub",70,"Shrub","CALVEG-SouthInterior",2009
13113,13114,13116,3,"MHC5S","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthInterior",2009
13114,13115,13117,591,"SMC3D","CONIFER",51,"Sierran Mixed Conifer","SMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",1997
13115,13116,13118,14,"EUC4S","HARDWOOD",77,"Eucalyptus","EUC","4","S",50,"Hardwood",52,"Hardwood Woodland","DFW-LowerSantaClaraRiv",2005
13116,13117,13119,15,"COW4S","HARDWOOD",10,"Coastal Oak Woodland","COW","4","S",50,"Hardwood",52,"Hardwood Woodland","DFW-LowerSantaClaraRiv",2005
13117,13118,13120,5,"URBXP","URBAN",53,"Urban","URB","X","P",80,"Urban",80,"Urban","MRLC-NLCD",2011
13118,13119,13121,105,"PGSXX","HERBACEOUS",39,"Perennial Grassland","PGS","X","X",60,"Herbaceous",60,"Herbaceous","DFW-LowerSantaClaraRiv",2005
13119,13120,13122,4,"COW2M","HARDWOOD",10,"Coastal Oak Woodland","COW","2","M",50,"Hardwood",52,"Hardwood Woodland","DFW-LowerSantaClaraRiv",2005
13120,13121,13123,751,"MRI3M","HARDWOOD",37,"Montane Riparian","MRI","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast/CALFIRE update",2009
13121,13122,13124,9,"URB2M","URBAN",53,"Urban","URB","2","M",80,"Urban",80,"Urban","DFW-LowerSantaClaraRiv",2005
13122,13123,13125,2,"URB2D","URBAN",53,"Urban","URB","2","D",80,"Urban",80,"Urban","DFW-LowerSantaClaraRiv",2005
13123,13124,13126,1,"EUC4P","HARDWOOD",77,"Eucalyptus","EUC","4","P",50,"Hardwood",52,"Hardwood Woodland","DFW-LowerSantaClaraRiv",2005
13124,13125,13127,3,"URB2S","URBAN",53,"Urban","URB","2","S",80,"Urban",80,"Urban","DFW-LowerSantaClaraRiv",2005
13125,13126,13128,38,"MHW5M","HARDWOOD",36,"Montane Hardwood","MHW","5","M",50,"Hardwood",51,"Hardwood Forest","DFW-Mojave",2010
13126,13127,13129,18,"URB2P","URBAN",53,"Urban","URB","2","P",80,"Urban",80,"Urban","DFW-LowerSantaClaraRiv",2005
13127,13128,13130,39,"VOW3M","HARDWOOD",55,"Valley Oak Woodland","VOW","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2002
13128,13129,13131,180,"VINXX","AGRICULTURE",75,"Vineyard","VIN","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthCoast",1997
13129,13130,13132,79,"MRI5M","HARDWOOD",37,"Montane Riparian","MRI","5","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13130,13131,13133,17,"URBXM","URBAN",53,"Urban","URB","X","M",80,"Urban",80,"Urban","MRLC-NLCD",2011
13131,13132,13134,2927,"COW5P","HARDWOOD",10,"Coastal Oak Woodland","COW","5","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13132,13133,13135,53,"MHC1S","CONIFER",35,"Montane Hardwood-Conifer","MHC","1","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13133,13134,13136,4,"DRIXX","HARDWOOD",15,"Desert Riparian","DRI","X","X",40,"Desert",42,"Desert Woodland","DFW-Mojave",2010
13134,13135,13137,8,"DRIXP","HARDWOOD",15,"Desert Riparian","DRI","X","P",40,"Desert",42,"Desert Woodland","DFW-Mojave",2010
13135,13136,13138,2,"MRI4P","HARDWOOD",37,"Montane Riparian","MRI","4","P",50,"Hardwood",51,"Hardwood Forest","DFW-LowerSantaClaraRiv",2005
13136,13137,13139,248,"PJN3P","CONIFER",40,"Pinyon-Juniper","PJN","3","P",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",1990
13137,13138,13140,25,"VRI3M","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","M",50,"Hardwood",52,"Hardwood Woodland","DFW-Mojave",2010
13138,13139,13141,133,"VRI2M","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2002
13139,13140,13142,273,"JPN3M","CONIFER",24,"Jeffrey Pine","JPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast/CALFIRE update",2009
13140,13141,13143,5,"MHW2S","HARDWOOD",36,"Montane Hardwood","MHW","2","S",50,"Hardwood",51,"Hardwood Forest","DFW-Mojave",2010
13141,13142,13144,68,"SMC3D","CONIFER",51,"Sierran Mixed Conifer","SMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2002
13142,13143,13145,435,"SMC3D","CONIFER",51,"Sierran Mixed Conifer","SMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13143,13144,13146,191,"JPN3S","CONIFER",24,"Jeffrey Pine","JPN","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast/CALFIRE update",2009
13144,13145,13147,6,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","DFW-LowerSantaClaraRiv",2005
13145,13146,13148,92,"JUN3S","CONIFER",26,"Juniper","JUN","3","S",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",2009
13146,13147,13149,11,"URB3S","URBAN",53,"Urban","URB","3","S",80,"Urban",80,"Urban","DFW-Mojave",2010
13147,13148,13150,114,"PJN3S","CONIFER",40,"Pinyon-Juniper","PJN","3","S",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",1990
13148,13149,13151,21736,"SCN4P","CONIFER",48,"Subalpine Conifer","SCN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13149,13150,13152,13,"URBXP","URBAN",53,"Urban","URB","X","P",80,"Urban",80,"Urban","DFW-Mojave",2010
13150,13151,13153,44,"BBRXX","SHRUB",7,"Bitterbrush","BBR","X","X",70,"Shrub",70,"Shrub","CALVEG-SouthCoast",2009
13151,13152,13154,300,"MHW1P","HARDWOOD",36,"Montane Hardwood","MHW","1","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13152,13153,13155,6,"RIVXX","WATER",43,"Riverine","RIV","X","X",90,"Water",90,"Water","CALVEG-SouthInterior",2009
13153,13154,13156,4,"MHW2S","HARDWOOD",36,"Montane Hardwood","MHW","2","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthInterior",2009
13154,13155,13157,3156,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthCoast",2009
13155,13156,13158,3,"JPN2S","CONIFER",24,"Jeffrey Pine","JPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast/CALFIRE update",2009
13156,13157,13159,2,"DRI3P","HARDWOOD",15,"Desert Riparian","DRI","3","P",40,"Desert",42,"Desert Woodland","CALVEG-SouthInterior",2009
13157,13158,13160,16,"EUC3D","HARDWOOD",77,"Eucalyptus","EUC","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13158,13159,13161,66,"EUC3P","HARDWOOD",77,"Eucalyptus","EUC","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13159,13160,13162,27,"EUC3M","HARDWOOD",77,"Eucalyptus","EUC","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13160,13161,13163,192,"EUC3S","HARDWOOD",77,"Eucalyptus","EUC","3","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13161,13162,13164,171,"EUC4S","HARDWOOD",77,"Eucalyptus","EUC","4","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13162,13163,13165,145,"EUC4P","HARDWOOD",77,"Eucalyptus","EUC","4","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13163,13164,13166,21,"EUC4M","HARDWOOD",77,"Eucalyptus","EUC","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13164,13165,13167,7,"EUC4D","HARDWOOD",77,"Eucalyptus","EUC","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13165,13166,13168,29,"JPN2P","CONIFER",24,"Jeffrey Pine","JPN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast/CALFIRE update",2009
13166,13167,13169,1,"MHC5S","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","S",30,"Conifer",31,"Conifer Forest","DFW-Mojave",2010
13167,13168,13170,417,"CRCXX","SHRUB",12,"Chamise-Redshank Chaparral","CRC","X","X",70,"Shrub",70,"Shrub","DFW-Mojave",2010
13168,13169,13171,28,"PJN2S","CONIFER",40,"Pinyon-Juniper","PJN","2","S",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",2003
13169,13170,13172,811,"WFR5M","CONIFER",58,"White Fir","WFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13170,13171,13173,666,"JPN5S","CONIFER",24,"Jeffrey Pine","JPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13171,13172,13174,1440,"SCN5P","CONIFER",48,"Subalpine Conifer","SCN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13172,13173,13175,1620,"SCN4D","CONIFER",48,"Subalpine Conifer","SCN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13173,13174,13176,11,"PJN4S","CONIFER",40,"Pinyon-Juniper","PJN","4","S",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",1990
13174,13175,13177,99,"EORXX","AGRICULTURE",68,"Evergreen Orchard","EOR","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthCoast",2009
13175,13176,13178,380,"MHW1M","HARDWOOD",36,"Montane Hardwood","MHW","1","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13176,13177,13179,1840,"JST2S","HARDWOOD",25,"Joshua Tree","JST","2","S",40,"Desert",42,"Desert Woodland","CALVEG-SouthCoast",2002
13177,13178,13180,57,"CPC5P","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13178,13179,13181,1521,"MHW2D","HARDWOOD",36,"Montane Hardwood","MHW","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13179,13180,13182,9,"MHW1S","HARDWOOD",36,"Montane Hardwood","MHW","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13180,13181,13183,102,"CPC5M","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13181,13182,13184,273,"MHW1D","HARDWOOD",36,"Montane Hardwood","MHW","1","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13182,13183,13185,172,"CPC4P","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13183,13184,13186,363,"CPC3P","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13184,13185,13187,758,"WFR4M","CONIFER",58,"White Fir","WFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13185,13186,13188,239,"EUC3D","HARDWOOD",77,"Eucalyptus","EUC","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",1997
13186,13187,13189,3616,"SCN3P","CONIFER",48,"Subalpine Conifer","SCN","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13187,13188,13190,10,"EUC2P","HARDWOOD",77,"Eucalyptus","EUC","2","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13188,13189,13191,1977,"MRI5S","HARDWOOD",37,"Montane Riparian","MRI","5","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast/CALFIRE update",2009
13189,13190,13192,5535,"SCN4S","CONIFER",48,"Subalpine Conifer","SCN","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13190,13191,13193,2255,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast/CALFIRE update",2009
13191,13192,13194,3956,"SCN3S","CONIFER",48,"Subalpine Conifer","SCN","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13192,13193,13195,565,"MRI5D","HARDWOOD",37,"Montane Riparian","MRI","5","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast/CALFIRE update",2009
13193,13194,13196,185,"MHC2S","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",1997
13194,13195,13197,133,"MHC3D","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13195,13196,13198,736,"WFR5D","CONIFER",58,"White Fir","WFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13196,13197,13199,40,"EUC3S","HARDWOOD",77,"Eucalyptus","EUC","3","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2002
13197,13198,13200,330,"MCPXX","SHRUB",34,"Montane Chaparral","MCP","X","X",70,"Shrub",70,"Shrub","CALVEG-SouthCoast",2010
13198,13199,13201,1225,"WFR4D","CONIFER",58,"White Fir","WFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13199,13200,13202,6,"SMC4P","CONIFER",51,"Sierran Mixed Conifer","SMC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2010
13200,13201,13203,22,"PPN3M","CONIFER",42,"Ponderosa Pine","PPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13201,13202,13204,314,"PPN5D","CONIFER",42,"Ponderosa Pine","PPN","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13202,13203,13205,87580,"AGSXX","HERBACEOUS",3,"Annual Grassland","AGS","X","X",60,"Herbaceous",60,"Herbaceous","NPS-SantaMonicaMt_NRA",2007
13203,13204,13206,327967,"CSCXX","SHRUB",13,"Coastal Scrub","CSC","X","X",70,"Shrub",70,"Shrub","NPS-SantaMonicaMt_NRA",2007
13204,13205,13207,63,"EUC3P","HARDWOOD",77,"Eucalyptus","EUC","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2002
13205,13206,13208,2134,"COW3P","HARDWOOD",10,"Coastal Oak Woodland","COW","3","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13206,13207,13209,340610,"URBXX","URBAN",53,"Urban","URB","X","X",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13207,13208,13210,14063,"COW4P","HARDWOOD",10,"Coastal Oak Woodland","COW","4","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13208,13209,13211,214,"EUC3M","HARDWOOD",77,"Eucalyptus","EUC","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",1997
13209,13210,13212,972,"VRI2S","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13210,13211,13213,17981,"COW4M","HARDWOOD",10,"Coastal Oak Woodland","COW","4","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13211,13212,13214,1730,"VRI2P","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13212,13213,13215,2129,"VRI4M","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13213,13214,13216,679,"VRI4S","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13214,13215,13217,1197,"VRI4P","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13215,13216,13218,16778,"BARXX","BARREN/OTHER",6,"Barren","BAR","X","X",20,"Barren/Other",20,"Barren/Other","NPS-SantaMonicaMt_NRA",2007
13216,13217,13219,516,"FEWXX","HERBACEOUS",22,"Fresh Emergent Wetland","FEW","X","X",100,"Wetland",100,"Wetland","NPS-SantaMonicaMt_NRA",2007
13217,13218,13220,2901,"VRI2M","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13218,13219,13221,3346,"VRI4D","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13219,13220,13222,3155,"VRIXX","SHRUB",56,"Valley Foothill Riparian","VRI","X","X",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13220,13221,13223,875,"URB4D","URBAN",53,"Urban","URB","4","D",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13221,13222,13224,8066,"URBXP","URBAN",53,"Urban","URB","X","P",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13222,13223,13225,6776,"LACXX","WATER",28,"Lacustrine","LAC","X","X",90,"Water",90,"Water","NPS-SantaMonicaMt_NRA",2007
13223,13224,13226,1140,"VRI3D","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13224,13225,13227,618,"VRI3P","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13225,13226,13228,1112,"VRI3M","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13226,13227,13229,8538,"URBXS","URBAN",53,"Urban","URB","X","S",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13227,13228,13230,7289,"URBXM","URBAN",53,"Urban","URB","X","M",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13228,13229,13231,3,"VRI5M","HARDWOOD",56,"Valley Foothill Riparian","VRI","5","M",50,"Hardwood",52,"Hardwood Woodland","DFW-Mojave",2010
13229,13230,13232,7758,"COW4S","HARDWOOD",10,"Coastal Oak Woodland","COW","4","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13230,13231,13233,198,"VRI3S","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13231,13232,13234,99,"EUC3P","HARDWOOD",77,"Eucalyptus","EUC","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",1997
13232,13233,13235,7183,"URBXD","URBAN",53,"Urban","URB","X","D",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13233,13234,13236,198,"WTMXX","HERBACEOUS",59,"Wet Meadow","WTM","X","X",100,"Wetland",100,"Wetland","NPS-SantaMonicaMt_NRA",2007
13234,13235,13237,632,"URB4M","URBAN",53,"Urban","URB","4","M",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13235,13236,13238,8169,"SCN4M","CONIFER",48,"Subalpine Conifer","SCN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13236,13237,13239,391259,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","NPS-SantaMonicaMt_NRA",2007
13237,13238,13240,635,"URB4P","URBAN",53,"Urban","URB","4","P",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13238,13239,13241,212,"VRI2M","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13239,13240,13242,24,"PPN5S","CONIFER",42,"Ponderosa Pine","PPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13240,13241,13243,3432,"COW3M","HARDWOOD",10,"Coastal Oak Woodland","COW","3","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13241,13242,13244,2215,"VRI2D","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13242,13243,13245,164,"URB3D","URBAN",53,"Urban","URB","3","D",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13243,13244,13246,5,"PPN2M","CONIFER",42,"Ponderosa Pine","PPN","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13244,13245,13247,78,"COW2S","HARDWOOD",10,"Coastal Oak Woodland","COW","2","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13245,13246,13248,173,"COW2P","HARDWOOD",10,"Coastal Oak Woodland","COW","2","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13246,13247,13249,41618,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","NPS-SantaMonicaMt_NRA",2007
13247,13248,13250,183,"URB3P","URBAN",53,"Urban","URB","3","P",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13248,13249,13251,163,"URB3M","URBAN",53,"Urban","URB","3","M",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13249,13250,13252,159,"URB3S","URBAN",53,"Urban","URB","3","S",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13250,13251,13253,828,"COW3S","HARDWOOD",10,"Coastal Oak Woodland","COW","3","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13251,13252,13254,132,"PPN4S","CONIFER",42,"Ponderosa Pine","PPN","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13252,13253,13255,312,"VRI5M","HARDWOOD",56,"Valley Foothill Riparian","VRI","5","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13253,13254,13256,1771,"COW3D","HARDWOOD",10,"Coastal Oak Woodland","COW","3","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13254,13255,13257,9201,"COW4D","HARDWOOD",10,"Coastal Oak Woodland","COW","4","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13255,13256,13258,404,"VRI5P","HARDWOOD",56,"Valley Foothill Riparian","VRI","5","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13256,13257,13259,90,"VRI5S","HARDWOOD",56,"Valley Foothill Riparian","VRI","5","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2009
13257,13258,13260,424,"URB4S","URBAN",53,"Urban","URB","4","S",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13258,13259,13261,4,"MRI5S","HARDWOOD",37,"Montane Riparian","MRI","5","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast",2009
13259,13260,13262,6177,"VOW4P","HARDWOOD",55,"Valley Oak Woodland","VOW","4","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13260,13261,13263,2192,"VOW4D","HARDWOOD",55,"Valley Oak Woodland","VOW","4","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13261,13262,13264,5159,"VOW4S","HARDWOOD",55,"Valley Oak Woodland","VOW","4","S",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13262,13263,13265,215,"JPN3D","CONIFER",24,"Jeffrey Pine","JPN","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast/CALFIRE update",2009
13263,13264,13266,3571,"VOW4M","HARDWOOD",55,"Valley Oak Woodland","VOW","4","M",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13264,13265,13267,33,"EUC2M","HARDWOOD",77,"Eucalyptus","EUC","2","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",1997
13265,13266,13268,27,"URB4S","URBAN",53,"Urban","URB","4","S",80,"Urban",80,"Urban","CALVEG-SouthCoast",2009
13266,13267,13269,2,"VRI4S","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","S",50,"Hardwood",52,"Hardwood Woodland","DFW-LowerSantaClaraRiv",2005
13267,13268,13270,7922,"RICXX","AGRICULTURE",78,"Rice","RIC","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthCoast",1997
13268,13269,13271,534,"VOW3P","HARDWOOD",55,"Valley Oak Woodland","VOW","3","P",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
13269,13270,13272,1069,"JUN4P","CONIFER",26,"Juniper","JUN","4","P",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",2009
13270,13271,13273,4,"MRI2S","HARDWOOD",37,"Montane Riparian","MRI","2","S",50,"Hardwood",51,"Hardwood Forest","DFW-LowerSantaClaraRiv",2005
13271,13272,13274,269,"JUN5P","CONIFER",26,"Juniper","JUN","5","P",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",2009
13272,13273,13275,103,"JUN4M","CONIFER",26,"Juniper","JUN","4","M",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthCoast",2009
13273,13274,13276,75,"COW5S","HARDWOOD",10,"Coastal Oak Woodland","COW","5","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-SouthCoast",2002
13274,13275,13277,33,"MRI3D","HARDWOOD",37,"Montane Riparian","MRI","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthCoast/CALFIRE update",2009
13275,13276,13278,1870,"PGSXX","HERBACEOUS",39,"Perennial Grassland","PGS","X","X",60,"Herbaceous",60,"Herbaceous","NPS-SantaMonicaMt_NRA",2007
13276,13277,13279,1666,"CPC2S","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13277,13278,13280,177,"CPC4D","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthCoast",2009
13278,13279,13281,36,"URB2P","URBAN",53,"Urban","URB","2","P",80,"Urban",80,"Urban","NPS-SantaMonicaMt_NRA",2007
13279,13280,13282,62,"COW5D","HARDWOOD",10,"Coastal Oak Woodland","COW","5","D",50,"Hardwood",52,"Hardwood Woodland","NPS-SantaMonicaMt_NRA",2007
